"date","close","volume","open","high","low"
"2018/08/29","291.4800","61428440.0000","290.1600","291.7400","289.8854"
"2018/08/28","289.9200","46825850.0000","290.3000","290.4175","289.4000"
"2018/08/27","289.7800","56960210.0000","288.8600","289.9000","288.6800"
"2018/08/24","287.5100","57455140.0000","286.4400","287.6700","286.3800"
"2018/08/23","285.7900","49159070.0000","285.9700","286.9400","285.4300"
"2018/08/22","286.1700","44860080.0000","285.8800","286.7600","285.5750"
"2018/08/21","286.3400","66735600.0000","286.2500","287.3100","285.7135"
"2018/08/20","285.6700","39617170.0000","285.5700","285.9700","285.0600"
"2018/08/17","285.0600","65486180.0000","283.8300","285.5601","283.3700"
"2018/08/16","284.0600","69735140.0000","283.4000","285.0400","283.3600"
"2018/08/15","281.7800","102770900.0000","282.3800","282.5400","280.1600"
"2018/08/14","283.9000","43699800.0000","282.9200","284.1700","282.4833"
"2018/08/13","282.1000","65603520.0000","283.4700","284.1600","281.7700"
"2018/08/10","283.1600","76861430.0000","283.4500","284.0550","282.3600"
"2018/08/09","285.0700","35577000.0000","285.5300","285.9700","284.9150"
"2018/08/08","285.4600","41980470.0000","285.3900","285.9100","284.9400"
"2018/08/07","285.5800","43055550.0000","285.3900","286.0100","285.2400"
"2018/08/06","284.6400","39089820.0000","283.6400","284.9900","283.2015"
"2018/08/03","283.6000","53903840.0000","282.5300","283.6577","282.3300"
"2018/08/02","282.3900","63362570.0000","279.3900","282.5800","279.1600"
"2018/08/01","280.8600","53750270.0000","281.5600","282.1300","280.1315"
"2018/07/31","281.3300","68048690.0000","280.8100","282.0200","280.3800"
"2018/07/30","279.9500","63129490.0000","281.5100","281.6900","279.3600"
"2018/07/27","281.4200","76745550.0000","283.7100","283.8200","280.3800"
"2018/07/26","283.3400","57764990.0000","283.2000","284.1100","283.0900"
"2018/07/25","284.0100","78136310.0000","281.3300","284.3700","281.2800"
"2018/07/24","281.6100","67830670.0000","281.7900","282.5600","280.6300"
"2018/07/23","280.2000","46971110.0000","279.4500","280.4300","279.0600"
"2018/07/20","279.6800","83120620.0000","279.7700","280.4800","279.5000"
"2018/07/19","280.0000","61337540.0000","280.3100","280.7400","279.4600"
"2018/07/18","281.0600","44475860.0000","280.5600","281.1800","280.0600"
"2018/07/17","280.4700","52171530.0000","278.4700","280.9100","278.4100"
"2018/07/16","279.3400","48070320.0000","279.6400","279.8030","278.8400"
"2018/07/13","279.5900","48211510.0000","279.1700","279.9300","278.6600"
"2018/07/12","279.3700","59986150.0000","278.2800","279.4300","277.6000"
"2018/07/11","276.8600","76905490.0000","277.1500","278.0400","276.5200"
"2018/07/10","278.9000","51162450.0000","278.4100","279.0100","278.0800"
"2018/07/09","277.9000","49652160.0000","276.5500","277.9600","276.5000"
"2018/07/06","275.4200","66414600.0000","273.1400","275.8400","272.7150"
"2018/07/05","273.1100","56621680.0000","272.1700","273.1800","270.9600"
"2018/07/03","270.9000","42187070.0000","272.8700","272.9800","270.4200"
"2018/07/02","271.8600","63370550.0000","269.5100","272.0400","269.2400"
"2018/06/29","271.2800","97444490.0000","272.1200","273.6600","271.1495"
"2018/06/28","270.8900","76511740.0000","269.2900","271.7500","268.4900"
"2018/06/27","269.3500","104838900.0000","272.2600","273.8650","269.1800"
"2018/06/26","271.6000","68525150.0000","271.6400","272.5600","270.7900"
"2018/06/25","271.0000","137668700.0000","273.4400","273.6162","269.1000"
"2018/06/22","274.7400","56516380.0000","275.6600","275.7850","274.4900"
"2018/06/21","274.2400","70864990.0000","275.9600","275.9800","273.6800"
"2018/06/20","275.9700","53652060.0000","276.2700","276.7200","275.5900"
"2018/06/19","275.5000","97395160.0000","274.0000","275.7500","273.5300"
"2018/06/18","276.5600","52549580.0000","275.4900","276.7000","274.9500"
"2018/06/15","277.1300","119448800.0000","276.6000","277.5100","275.3500"
"2018/06/14","278.7300","76394330.0000","279.0100","279.3300","278.0599"
"2018/06/13","278.0300","78889800.0000","279.1900","279.4800","277.8000"
"2018/06/12","278.9200","72240090.0000","279.0300","279.3300","278.1900"
"2018/06/11","278.5600","58757260.0000","278.4400","279.3700","278.3100"
"2018/06/08","278.1900","71981550.0000","276.8500","278.2500","276.6600"
"2018/06/07","277.3700","72882070.0000","277.9500","278.2800","276.3400"
"2018/06/06","277.4000","62498610.0000","275.7900","277.5200","275.0900"
"2018/06/05","275.1000","50988090.0000","275.0500","275.5300","274.1800"
"2018/06/04","274.9000","45188240.0000","274.5300","275.1850","274.2600"
"2018/06/01","273.6000","71088010.0000","272.4100","273.9400","272.3300"
"2018/05/31","270.9400","93426970.0000","272.1500","272.4900","270.2550"
"2018/05/30","272.6100","69396900.0000","270.5000","273.1100","270.4200"
"2018/05/29","269.0200","115692100.0000","270.3100","271.1700","267.7600"
"2018/05/25","272.1500","56329040.0000","272.1500","272.8600","271.5800"
"2018/05/24","272.8000","75966080.0000","272.9100","273.2200","270.7800"
"2018/05/23","273.3600","64605540.0000","271.1700","273.3900","270.9900"
"2018/05/22","272.6100","52880880.0000","273.9600","274.2500","272.2400"
"2018/05/21","273.3700","57738110.0000","273.0100","273.9800","271.3512"
"2018/05/18","271.3300","64174990.0000","271.6200","272.0300","270.9300"
"2018/05/17","272.0100","56371150.0000","271.9400","273.2300","271.1300"
"2018/05/16","272.2400","53759700.0000","271.1400","272.7600","271.1100"
"2018/05/15","271.1000","86876380.0000","271.5900","271.6100","270.0300"
"2018/05/14","272.9800","54702570.0000","273.3400","274.0800","272.3600"
"2018/05/11","272.8500","59725680.0000","272.1600","273.1500","271.5800"
"2018/05/10","272.0200","70764000.0000","270.3400","272.3900","270.2200"
"2018/05/09","269.5000","59538590.0000","267.6800","269.8650","267.0900"
"2018/05/08","266.9200","67338050.0000","266.5000","267.3250","265.1500"
"2018/05/07","266.9200","55054350.0000","266.8900","268.0200","266.1100"
"2018/05/04","266.0200","91154240.0000","261.5200","266.7892","261.1500"
"2018/05/03","262.6200","136144700.0000","262.2600","263.3600","259.0500"
"2018/05/02","263.2000","85501550.0000","264.7600","265.6800","262.7600"
"2018/05/01","264.9800","75986700.0000","263.8700","265.1000","262.1100"
"2018/04/30","264.5100","80475460.0000","267.2600","267.8900","264.4300"
"2018/04/27","266.5600","57021920.0000","267.0000","267.3400","265.5000"
"2018/04/26","266.3100","67441210.0000","264.7900","267.2452","264.2900"
"2018/04/25","263.6300","103238300.0000","262.9100","264.1300","260.8500"
"2018/04/24","262.9800","112734000.0000","267.7300","267.9762","261.2800"
"2018/04/23","266.5700","65463180.0000","267.2600","267.8900","265.3500"
"2018/04/20","266.6100","99469420.0000","268.8100","269.0600","265.6100"
"2018/04/19","268.8900","77570630.0000","269.6500","269.8800","267.7200"
"2018/04/18","270.3900","57073780.0000","270.6900","271.3000","269.8700"
"2018/04/17","270.1900","64011070.0000","269.3300","270.8700","268.7500"
"2018/04/16","267.3300","62762920.0000","267.0000","268.2000","266.0700"
"2018/04/13","265.1500","84883690.0000","267.4100","267.5400","264.0100"
"2018/04/12","265.9300","68430410.0000","265.2600","267.0000","265.0600"
"2018/04/11","263.7600","91002710.0000","263.4700","265.6400","263.3900"
"2018/04/10","265.1500","105267300.0000","264.2700","266.0400","262.9800"
"2018/04/09","261.0000","104953500.0000","261.3700","264.8400","259.9356"
"2018/04/06","259.7200","179290700.0000","263.4200","265.1100","258.0000"
"2018/04/05","265.6400","80939550.0000","265.5500","266.6400","264.3200"
"2018/04/04","263.5600","123488600.0000","256.7500","264.3550","256.6000"
"2018/04/03","260.7700","119649600.0000","258.8700","261.3100","256.8400"
"2018/04/02","257.4700","185059000.0000","262.5500","263.1300","254.6700"
"2018/03/29","263.1500","123918900.0000","261.1200","265.2600","259.8389"
"2018/03/28","259.8300","146259600.0000","260.7500","262.6400","258.5800"
"2018/03/27","260.6000","129121800.0000","266.1700","266.7700","258.8400"
"2018/03/26","265.1100","141055300.0000","262.1300","265.4300","259.4100"
"2018/03/23","258.0500","183290800.0000","264.1700","265.0200","257.8300"
"2018/03/22","263.6700","147715200.0000","267.9100","268.8700","263.3600"
"2018/03/21","270.4300","78515750.0000","270.9000","273.2700","270.1900"
"2018/03/20","270.9500","59438810.0000","270.9400","271.6700","270.1800"
"2018/03/19","270.4900","108516000.0000","273.3500","274.3957","268.6200"
"2018/03/16","274.2000","99805450.0000","274.5000","275.3900","274.1400"
"2018/03/15","275.0000","80722410.0000","275.8800","276.6100","274.4300"
"2018/03/14","275.3000","105737200.0000","277.8100","278.0200","274.6700"
"2018/03/13","276.7200","89639370.0000","279.8400","280.4100","276.0300"
"2018/03/12","278.5200","71759540.0000","279.2000","279.9100","278.0801"
"2018/03/09","278.8700","113447100.0000","275.7000","278.8700","275.3400"
"2018/03/08","274.1000","66585910.0000","273.5500","274.2400","272.4200"
"2018/03/07","272.7800","86910350.0000","270.4200","273.1800","270.2000"
"2018/03/06","272.8800","75247670.0000","273.3000","273.3900","271.1800"
"2018/03/05","272.1900","96744650.0000","267.7300","272.8900","267.6100"
"2018/03/02","269.0800","138968000.0000","265.8000","269.7200","264.8200"
"2018/03/01","267.7000","176457600.0000","271.4100","273.1700","266.0000"
"2018/02/28","271.6500","121488400.0000","275.6800","276.1900","271.2900"
"2018/02/27","274.4300","98302760.0000","278.1100","278.9200","274.3600"
"2018/02/26","277.9000","85166420.0000","275.9300","278.0100","275.2600"
"2018/02/23","274.7100","92045650.0000","271.7900","274.7100","271.2500"
"2018/02/22","270.4000","108484800.0000","271.1000","273.0500","269.6400"
"2018/02/21","270.0500","97671020.0000","271.9000","274.7200","269.9400"
"2018/02/20","271.4000","85431860.0000","272.0300","273.6700","270.5000"
"2018/02/16","273.1100","160341500.0000","272.3200","275.3200","272.2700"
"2018/02/15","273.0300","110226800.0000","271.5700","273.0400","268.7700"
"2018/02/14","269.5900","120406400.0000","264.3100","270.0000","264.3000"
"2018/02/13","266.0000","81055770.0000","263.9700","266.6200","263.3100"
"2018/02/12","265.3400","140752800.0000","263.8300","267.0100","261.6644"
"2018/02/09","261.5000","283273100.0000","260.8000","263.6100","252.9200"
"2018/02/08","257.6300","244841900.0000","268.0100","268.1700","257.5900"
"2018/02/07","267.6700","166678000.0000","268.5000","272.3600","267.5800"
"2018/02/06","269.1300","353681700.0000","259.9400","269.7000","258.7000"
"2018/02/05","263.9300","292453400.0000","273.4500","275.8500","263.3100"
"2018/02/02","275.4500","172897100.0000","280.0800","280.2300","275.4100"
"2018/02/01","281.5800","89757330.0000","281.0700","283.0600","280.6800"
"2018/01/31","281.9000","118655600.0000","282.7300","283.3000","280.6800"
"2018/01/30","281.7600","131479000.0000","282.6000","284.7360","281.2200"
"2018/01/29","284.6800","89891820.0000","285.9300","286.4300","284.5000"
"2018/01/26","286.5800","107598800.0000","284.2500","286.6285","283.9600"
"2018/01/25","283.3000","84342320.0000","284.1600","284.2700","282.4050"
"2018/01/24","283.1800","134617200.0000","284.0200","284.7000","281.8400"
"2018/01/23","283.2900","96892090.0000","282.7400","283.6200","282.3700"
"2018/01/22","282.6900","91146870.0000","280.1700","282.6900","280.1100"
"2018/01/19","280.4100","141303100.0000","279.8000","280.4100","279.1400"
"2018/01/18","279.1400","100397600.0000","279.4800","279.9600","278.5800"
"2018/01/17","279.6100","112844200.0000","278.0300","280.0500","276.9700"
"2018/01/16","276.9700","106269200.0000","279.3500","280.0900","276.1800"
"2018/01/12","277.9200","90463870.0000","276.4200","278.1100","276.0819"
"2018/01/11","276.1200","62236650.0000","274.7500","276.1200","274.5600"
"2018/01/10","274.1200","69394220.0000","273.6800","274.4200","272.9200"
"2018/01/09","274.5400","57114650.0000","274.4000","275.2500","274.0810"
"2018/01/08","273.9200","57116850.0000","273.3100","274.1000","272.9800"
"2018/01/05","273.4200","82724160.0000","272.5100","273.5600","271.9500"
"2018/01/04","271.6100","80455860.0000","271.2000","272.1600","270.5447"
"2018/01/03","270.4700","89133670.0000","268.9600","270.6400","268.9600"
"2018/01/02","268.7700","86408820.0000","267.8400","268.8100","267.4000"
"2017/12/29","266.8600","95651160.0000","268.5300","268.5500","266.6400"
"2017/12/28","267.8700","44797000.0000","267.8900","267.9200","267.4500"
"2017/12/27","267.3200","57677280.0000","267.3800","267.7300","267.0100"
"2017/12/26","267.1900","45106430.0000","267.0500","267.4377","266.8850"
"2017/12/22","267.5100","78657310.0000","267.6000","267.6350","266.9000"
"2017/12/21","267.5800","65925710.0000","267.7400","268.3850","267.3000"
"2017/12/20","267.0300","76604710.0000","268.2700","268.3300","266.6900"
"2017/12/19","267.1700","78001550.0000","268.4800","268.5300","267.0900"
"2017/12/18","268.2000","83360810.0000","268.1000","268.6000","267.9800"
"2017/12/15","266.5100","142356000.0000","265.4500","267.0400","265.3900"
"2017/12/14","265.6600","99647210.0000","267.0900","267.2200","265.6000"
"2017/12/13","266.7500","102819600.0000","267.0600","267.5600","266.6500"
"2017/12/12","266.7800","84494560.0000","266.5700","267.3200","266.3450"
"2017/12/11","266.3100","82848590.0000","265.5800","266.3800","265.4793"
"2017/12/08","265.5100","76301480.0000","264.9900","265.5200","264.0315"
"2017/12/07","264.0700","76832360.0000","263.0900","264.4300","262.9400"
"2017/12/06","263.2400","75513050.0000","262.8700","263.7300","262.7100"
"2017/12/05","263.1900","77839930.0000","264.4300","265.1500","263.0400"
"2017/12/04","264.1400","93827280.0000","266.3100","266.8000","264.0800"
"2017/12/01","264.4600","163874800.0000","264.7600","265.3100","260.7600"
"2017/11/30","265.0100","126401000.0000","263.7600","266.0500","263.6700"
"2017/11/29","262.7100","77179920.0000","263.0200","263.6300","262.2000"
"2017/11/28","262.8700","98662580.0000","260.7600","262.9000","260.6550"
"2017/11/27","260.2300","52070370.0000","260.4100","260.7500","260.0000"
"2017/11/24","260.3600","27856510.0000","260.3200","260.4800","260.1600"
"2017/11/22","259.7600","44890370.0000","260.0000","260.1500","259.5700"
"2017/11/21","259.9900","68920380.0000","259.1800","260.2000","258.2627"
"2017/11/20","258.3000","47835520.0000","258.1400","258.5250","257.8600"
"2017/11/17","257.8600","75679800.0000","258.2200","258.5882","257.7700"
"2017/11/16","258.6200","67487850.0000","257.5200","259.0400","257.4748"
"2017/11/15","256.4400","80248990.0000","256.6200","257.2200","255.6300"
"2017/11/14","257.7300","61082090.0000","257.4100","257.8500","256.5200"
"2017/11/13","258.3300","50040800.0000","257.3100","258.5900","257.2700"
"2017/11/10","258.0900","59830970.0000","257.7300","258.2926","257.3700"
"2017/11/09","258.1700","94490930.0000","257.7300","258.3900","256.3600"
"2017/11/08","259.1100","50277640.0000","258.4700","259.2200","258.1500"
"2017/11/07","258.6700","57178400.0000","258.9700","259.3500","258.0900"
"2017/11/06","258.8500","49529150.0000","258.3000","259.0000","258.2200"
"2017/11/03","258.4500","59484150.0000","257.7700","258.5000","257.3000"
"2017/11/02","257.5900","56264600.0000","257.4100","257.7500","256.1900"
"2017/11/01","257.4900","54104920.0000","258.0400","258.4300","257.0700"
"2017/10/31","257.1500","59193910.0000","257.1800","257.4400","256.8050"
"2017/10/30","256.7500","54223350.0000","257.0700","257.6000","256.4100"
"2017/10/27","257.7100","85252510.0000","256.4700","257.8900","255.6254"
"2017/10/26","255.6200","69643520.0000","255.9900","256.3000","255.4800"
"2017/10/25","255.2900","103485100.0000","256.1800","256.3100","254.0000"
"2017/10/24","256.5600","65036180.0000","256.6000","256.8300","256.1500"
"2017/10/23","256.1100","63838430.0000","257.4800","257.5100","256.0200"
"2017/10/20","257.1100","89064780.0000","256.7000","257.1400","255.7744"
"2017/10/19","255.7900","61697310.0000","254.8300","255.8300","254.3500"
"2017/10/18","255.7200","40613860.0000","255.9000","255.9500","255.5000"
"2017/10/17","255.4700","31446710.0000","255.2300","255.5200","254.9800"
"2017/10/16","255.2900","38097990.0000","255.2100","255.5100","254.8200"
"2017/10/13","254.9500","55027240.0000","255.1400","255.2700","254.6400"
"2017/10/12","254.6400","46825470.0000","254.6600","255.0600","254.3650"
"2017/10/11","255.0200","47496390.0000","254.5100","255.0200","254.3200"
"2017/10/10","254.6200","42854370.0000","254.6000","255.0500","253.9800"
"2017/10/09","253.9500","35697230.0000","254.6300","254.7000","253.6500"
